run_group,run_date,system,suite,suite_items,n_repeats,scorer_epoch,comparable_key,scope,status,bucket,metric,score_kind,value,sd_across_repeats,ci_low,ci_high,ci_method,n_items,artifact,notes
week_1_wiring_smoke,2026-07-25,router_small,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,1305.4,,,,,8,results/week_1_wiring_smoke/scores_small_vs_large.json,"Wiring smoke test, unpinned decoding."
week_1_wiring_smoke,2026-07-25,router_small,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_small_vs_large.json,"Wiring smoke test, unpinned decoding."
week_1_wiring_smoke,2026-07-25,router_small,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,1534.6,,,,,8,results/week_1_wiring_smoke/scores_small_vs_large.json,"Wiring smoke test, unpinned decoding."
week_1_wiring_smoke,2026-07-25,router_small,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.6588,,0.431,0.869,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_small_vs_large.json,"Wiring smoke test, unpinned decoding."
week_1_wiring_smoke,2026-07-25,router_small,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,1126.6,,,,,8,results/week_1_wiring_smoke/scores_small_vs_large.json,"Wiring smoke test, unpinned decoding."
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,overall,overall_micro,,0.8286,,0.7159,0.9278,bootstrap_items_percentile_95,40,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,overall,latency_p50_ms,,4146.4,,,,,40,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,overall,latency_avg_ms,,6222.6,,,,,40,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,chat,quality,ordinal_quarter,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,chat,latency_p50_ms,ordinal_quarter,4906.9,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,code,quality,binary_exec,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,code,latency_p50_ms,binary_exec,15767.9,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,instruct,quality,binary_format,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,1429.7,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,3982.0,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.3932,,0.1288,0.637,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,lapa,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,3800.0,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,overall,overall_micro,,0.9233,,0.8473,0.9824,bootstrap_items_percentile_95,40,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,overall,latency_p50_ms,,1606.1,,,,,40,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,overall,latency_avg_ms,,2544.6,,,,,40,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,chat,quality,ordinal_quarter,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,chat,latency_p50_ms,ordinal_quarter,4894.1,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,code,quality,binary_exec,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,code,latency_p50_ms,binary_exec,1893.5,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,instruct,quality,binary_format,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,1527.9,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,1606.1,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.8663,,0.7927,0.9383,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,mamay12,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,1046.0,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,overall,overall_micro,,0.931,,0.8549,0.9886,bootstrap_items_percentile_95,40,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,overall,latency_p50_ms,,1714.8,,,,,40,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,overall,latency_avg_ms,,3471.0,,,,,40,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,chat,quality,ordinal_quarter,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,chat,latency_p50_ms,ordinal_quarter,5369.1,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,code,quality,binary_exec,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,code,latency_p50_ms,binary_exec,1897.7,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,instruct,quality,binary_format,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,1528.5,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,3786.2,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.9048,,0.8401,0.9646,bootstrap_items_percentile_95,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_1_wiring_smoke,2026-07-25,router_dual,mixed_ua_v0,40,1,unknown_early,mixed_ua_v0|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,1039.5,,,,,8,results/week_1_wiring_smoke/scores_with_latency.json,Wiring smoke test; only artifact covering lapa/router_dual.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,overall_micro,,0.7693,,0.6672,0.866,bootstrap_items_percentile_95,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,latency_p50_ms,,983.3,,,,,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,latency_avg_ms,,1965.7,,,,,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,chat,quality,ordinal_quarter,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,chat,latency_p50_ms,ordinal_quarter,4943.7,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,code,quality,binary_exec,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,code,latency_p50_ms,binary_exec,1903.7,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,instruct,quality,binary_format,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,1528.9,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.5938,,0.4062,0.75,bootstrap_items_percentile_95,32,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,613.9,,,,,32,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.9048,,0.8401,0.9646,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay12,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,1043.0,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,overall_micro,,0.7066,,0.5964,0.8109,bootstrap_items_percentile_95,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
