model,prompt_variant,id,family,plan_valid,plan_match,multi_step,has_translate,last_numeric,repaired,n_steps,oracle_n_steps,intents_predicted,intents_oracle,latency_ms
mamay4,minimal_v3,eval_HW_mul_3,house_working,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22689.6
mamay4,minimal_v3,eval_HW_div_1,house_working,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22693.4
mamay4,minimal_v3,eval_HW_div_2,house_working,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22718.4
mamay4,minimal_v3,eval_WS_add_1,web_shopping,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22724.5
mamay4,minimal_v3,eval_WS_add_2,web_shopping,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22691.1
mamay4,minimal_v3,eval_WS_sub_2,web_shopping,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22730.1
mamay4,minimal_v3,eval_WS_sub_3,web_shopping,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22720.1
mamay4,minimal_v3,eval_WS_mul_1,web_shopping,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22735.7
mamay4,minimal_v3,eval_WS_mul_2,web_shopping,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22754.0
mamay4,minimal_v3,eval_WS_div_1,web_shopping,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22647.0
mamay4,minimal_v3,eval_SE_add_1,science_experiments,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22725.6
mamay4,minimal_v3,eval_SE_add_2,science_experiments,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22638.6
mamay4,minimal_v3,eval_SE_add_3,science_experiments,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22715.0
mamay4,minimal_v3,eval_SE_sub_2,science_experiments,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22718.6
mamay4,minimal_v3,eval_SE_sub_3,science_experiments,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22704.0
mamay4,minimal_v3,eval_SE_mul_1,science_experiments,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22691.1
mamay4,minimal_v3,eval_SE_div_1,science_experiments,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22728.9
mamay4,minimal_v3,eval_SA_add_1,smart_assistant,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22725.3
mamay4,minimal_v3,eval_SA_add_3,smart_assistant,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22722.1
mamay4,minimal_v3,eval_SA_sub_1,smart_assistant,False,False,False,False,False,True,1,2,knowledge,knowledge>instruct,22684.1
mamay4,minimal_v3,eval_SA_sub_2,smart_assistant,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22680.0
mamay4,minimal_v3,eval_SA_mul_1,smart_assistant,False,False,False,False,False,True,1,2,knowledge,knowledge>instruct,22655.6
mamay4,minimal_v3,eval_SA_mul_2,smart_assistant,False,False,False,False,False,True,1,2,knowledge,knowledge>instruct,19853.1
mamay4,minimal_v3,eval_SA_div_1,smart_assistant,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22684.7
mamay4,minimal_v3,eval_TA_add_1,travel_agent,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22681.9
mamay4,minimal_v3,eval_TA_add_3,travel_agent,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22699.3
mamay4,minimal_v3,eval_TA_sub_1,travel_agent,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22701.6
mamay4,minimal_v3,eval_TA_sub_3,travel_agent,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22682.5
mamay4,minimal_v3,eval_TA_mul_1,travel_agent,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22699.5
mamay4,minimal_v3,eval_TA_mul_2,travel_agent,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22705.1
mamay4,minimal_v3,eval_TA_div_1,travel_agent,False,False,False,False,False,True,1,2,chat,knowledge>instruct,22711.6
