id,bucket,role,source,mamay4_score,lapa_score,aya_score,mamay12_score,mamay4_latency_ms,lapa_latency_ms,aya_latency_ms,mamay12_latency_ms,best_of_mamay4_lapa_aya,score_var_3,cite_as_thesis
arc-Mercury_401242,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,489.4,493.2,1579.0,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_401684,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,571.9,499.9,1846.1,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_405454,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,397.7,372.6,1306.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_405467,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,833.8,616.4,1541.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_409647,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,1023.5,1115.1,3936.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_411732,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,536.4,741.2,1194.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_415261,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,885.2,800.7,4277.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_416582,knowledge,headline,arc-challenge_ukr,0.0,0.0,0.0,0.0,490.7,556.2,4214.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_416638,knowledge,headline,arc-challenge_ukr,0.0,0.0,0.0,0.0,534.3,554.5,5026.0,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_416645,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,711.1,679.3,1375.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_416651,knowledge,headline,arc-challenge_ukr,0.0,0.0,0.0,0.0,356.3,432.3,3336.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_416673,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,401.3,433.5,1637.5,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_417150,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,532.6,432.3,1774.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7008050,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,876.5,861.9,1082.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7008138,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,877.0,3387.9,1640.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7008838,knowledge,headline,arc-challenge_ukr,0.0,0.0,0.0,0.0,266.1,374.2,1902.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7026338,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,1007.9,863.6,4510.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7029645,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,402.4,438.9,3928.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7037573,knowledge,headline,arc-challenge_ukr,0.0,0.0,0.0,0.0,743.7,742.5,985.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7038833,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,357.9,500.5,749.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7040985,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,572.0,684.8,3543.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7043068,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,180.2,806.2,775.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7071838,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,269.0,309.5,70.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7082758,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,498.6,437.3,1106.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7084280,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,964.1,934.1,3761.1,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7084648,knowledge,headline,arc-challenge_ukr,0.0,0.0,0.0,0.0,179.1,189.7,4124.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7085278,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,178.4,561.6,1639.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7085820,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,439.4,187.6,1153.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7086118,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,440.1,432.8,4550.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7090738,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,757.8,756.9,5876.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7106628,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,577.4,437.5,829.1,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7138390,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,533.9,500.3,1449.9,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7140333,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,978.1,810.4,3124.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7142415,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,579.6,630.4,1299.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7142713,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,403.0,379.7,1309.0,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7159670,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,440.5,438.4,4460.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7181685,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,354.6,434.4,70.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7185395,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,1140.2,1234.4,4871.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7187058,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,575.2,497.8,871.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7187915,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,579.3,495.4,3860.0,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7189823,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,269.3,371.9,2410.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7190155,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,491.1,431.9,1156.6,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7196263,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,314.3,372.8,1313.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7198380,knowledge,headline,arc-challenge_ukr,0.0,0.0,0.0,0.0,756.2,554.9,1256.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7200340,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,614.9,739.2,1409.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7201968,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,135.1,741.6,70.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7210210,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,313.0,309.9,1070.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7211680,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,180.9,742.4,1529.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7212730,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,490.5,432.3,4564.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7213430,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,756.4,864.5,578.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7214498,knowledge,headline,arc-challenge_ukr,0.0,0.0,0.0,0.0,311.0,372.1,69.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7214603,knowledge,headline,arc-challenge_ukr,0.0,0.0,0.0,0.0,309.2,432.9,1742.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7214673,knowledge,headline,arc-challenge_ukr,0.0,0.0,0.0,0.0,310.0,375.6,2970.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7216878,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,533.2,190.2,752.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7217070,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,800.4,1053.5,2872.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7218015,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,534.3,433.2,1603.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
arc-Mercury_7218173,knowledge,headline,arc-challenge_ukr,1.0,1.0,1.0,0.0,355.2,619.4,4024.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
